employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate,termreason
00-22429886,Rebecca,Gonzalez,Male,New York,Buffalo,10/31/2016,Customer Service,Help Desk Technician,High School,69047,Good,No,7/19/1987,,
00-88742725,Ashley,Wells,Male,Michigan,Detroit,2/13/2021,Operations,Logistics Coordinator,Bachelor,60967,Satisfactory,No,2/7/2001,,
00-89098076,Matthew,Thomas,Female,New York,New York City,1/21/2019,Sales,Sales Representative,Bachelor,61064,Good,Yes,4/11/2000,,
00-85338609,Jeanne,Chang,Female,New York,New York City,4/21/2018,Operations,Logistics Coordinator,Bachelor,62312,Needs Improvement,No,9/7/1999,,
00-63575423,Lisa,Jones,Female,New York,Buffalo,12/7/2017,Customer Service,Support Specialist,High School,54175,Good,Yes,7/19/1981,,
00-14696523,Christopher,White,Male,New York,Buffalo,7/9/2018,IT,Software Developer,Bachelor,108097,Satisfactory,No,10/19/1989,,
00-99323518,Ryan,Webb,Female,New York,New York City,7/27/2018,Operations,Logistics Coordinator,Bachelor,62465,Good,No,10/17/1998,,
00-74769260,Daniel,Russo,Male,New York,New York City,5/8/2023,IT,System Administrator,Bachelor,85500,Satisfactory,No,4/27/2004,,
00-69959881,Danny,Evans,Male,North Carolina,Charlotte,7/21/2022,Customer Service,Support Specialist,Bachelor,59398,Satisfactory,No,6/1/1993,,
00-88521426,Jose,Ibarra,Female,Illinois,Chicago,7/4/2017,Marketing,Marketing Coordinator,Bachelor,72356,Good,No,7/30/1998,,
00-88914869,Ariel,Harrison,Male,New York,Buffalo,7/21/2018,Customer Service,Support Specialist,High School,59847,Good,No,4/9/2000,,
00-33173799,James,Young,Female,Michigan,Grand Rapids,11/21/2019,Operations,Logistics Coordinator,Bachelor,53947,Excellent,Yes,11/5/2000,,
00-43712556,Andrew,Miller,Male,New York,Rochester,4/8/2023,Operations,Inventory Specialist,Bachelor,71854,Excellent,Yes,7/24/1977,,
00-96753736,Jason,Morris,Male,Pennsylvania,Allentown,12/1/2015,Sales,Sales Consultant,Bachelor,79870,Good,No,8/25/1979,,
00-76103980,Diana,Adams,Female,Pennsylvania,Philadelphia,7/3/2019,Customer Service,Customer Service Representative,High School,63038,Good,No,4/7/1975,,
00-36489172,Allison,Clark,Female,Michigan,Warren,5/12/2024,Operations,Logistics Coordinator,Bachelor,62491,Satisfactory,No,4/24/1980,,
00-21969490,Andrew,Stokes,Female,New York,New York City,5/14/2018,Operations,Inventory Specialist,High School,53610,Excellent,No,5/11/1982,,
00-20327400,Elizabeth,Mack,Male,Virginia,Richmond,9/24/2017,Operations,Operations Analyst,Master,84594,Good,No,12/8/1998,,
00-67919059,Isaac,Johnson,Male,New York,New York City,10/23/2023,Customer Service,Support Specialist,High School,66736,Needs Improvement,Yes,12/9/1974,,
00-28943138,Tanner,Barber,Female,New York,Rochester,11/30/2016,Operations,Operations Analyst,Bachelor,59210,Satisfactory,Yes,11/8/1982,,
00-45126119,Allison,Cook,Male,New York,Rochester,10/20/2024,Marketing,SEO Specialist,High School,59192,Excellent,Yes,8/16/1994,,
00-78458821,Thomas,Castillo,Male,New York,Buffalo,9/4/2016,Customer Service,Help Desk Technician,High School,78920,Satisfactory,Yes,9/13/1984,,
00-46208129,Meghan,Lyons,Female,Michigan,Warren,9/22/2019,IT,System Administrator,Master,79005,Good,No,5/9/1996,,
00-88229990,Sherri,Pugh,Male,New York,Buffalo,8/21/2022,Sales,Sales Representative,Bachelor,81935,Good,Yes,10/19/1971,,
00-84943158,Ian,Ware,Male,New York,Rochester,6/5/2019,Customer Service,Support Specialist,Bachelor,59417,Good,No,9/18/1971,,
00-84565527,Sandra,Huffman,Male,New York,Rochester,8/10/2021,Customer Service,Help Desk Technician,High School,73132,Satisfactory,No,6/20/1990,,
00-43052262,Daniel,Lopez,Female,New York,Buffalo,6/29/2019,Customer Service,Support Specialist,Bachelor,57088,Satisfactory,No,11/1/1983,,
00-99392535,Jon,George,Male,New York,Rochester,8/17/2023,Customer Service,Help Desk Technician,Bachelor,79495,Satisfactory,Yes,12/1/1999,,
00-26023698,Abigail,Evans,Female,Ohio,Cincinnati,9/19/2023,Sales,Sales Consultant,Master,81533,Good,Yes,7/13/1971,,
00-24759340,Curtis,Doyle,Male,North Carolina,Charlotte,3/22/2019,Operations,Operations Analyst,Bachelor,65023,Good,Yes,5/20/2000,,
00-11112124,Regina,Wright,Male,New York,New York City,6/9/2022,Customer Service,Help Desk Technician,Bachelor,63171,Needs Improvement,No,12/20/2002,,
00-12431667,Savannah,Griffin,Female,New York,Buffalo,5/10/2018,Marketing,Content Creator,High School,59067,Satisfactory,No,12/23/1974,,
00-89560229,Sabrina,Wagner,Male,New York,Rochester,1/5/2021,IT,Software Developer,Bachelor,109405,Good,Yes,7/5/1962,,
00-97829994,Tracy,Jones,Female,Illinois,Aurora,1/18/2024,Sales,Sales Consultant,PhD,86180,Satisfactory,No,2/3/1973,,
00-83350798,Courtney,Molina,Male,New York,New York City,11/24/2016,Marketing,SEO Specialist,Bachelor,72461,Good,No,4/9/1985,,
00-39075638,Danielle,Wilson,Male,New York,Rochester,1/12/2017,Sales,Sales Consultant,Bachelor,94956,Excellent,Yes,4/11/1998,,
00-14473656,Lori,Adams,Female,New York,Buffalo,7/11/2020,Marketing,SEO Specialist,High School,76643,Good,Yes,4/5/1997,,
00-16472606,Barry,Gibson,Female,Pennsylvania,Philadelphia,3/21/2018,Operations,Inventory Specialist,Bachelor,61700,Good,Yes,8/28/1988,,
00-55805059,Kathleen,Becker,Female,New York,Buffalo,4/27/2024,Operations,Operations Analyst,Bachelor,69513,Needs Improvement,Yes,8/9/1987,,
00-98220138,Scott,Cross,Male,New York,Buffalo,7/18/2019,Operations,Logistics Coordinator,Bachelor,66789,Satisfactory,No,9/1/1974,,
00-15105170,Tanya,Trujillo,Female,New York,Rochester,3/30/2022,Sales,Sales Consultant,Master,61759,Good,No,2/17/1986,,
00-41663794,Jonathan,Skinner,Female,New York,Rochester,5/16/2024,Operations,Logistics Coordinator,Bachelor,61216,Satisfactory,No,10/28/2001,,
00-65679035,Steven,Reynolds,Male,New York,New York City,12/2/2020,Operations,Inventory Specialist,Bachelor,68367,Good,No,12/28/1975,,
00-28400814,Mark,Mitchell,Male,Pennsylvania,Philadelphia,9/20/2024,Marketing,SEO Specialist,High School,83360,Good,No,1/19/1970,,
00-49005302,Adrian,Carter,Male,Florida,Miami,4/11/2024,Sales,Sales Representative,Bachelor,62368,Satisfactory,Yes,1/14/1974,,
00-66643291,Christine,Mendoza,Female,New York,New York City,7/19/2023,Marketing,Content Creator,High School,54129,Satisfactory,Yes,6/15/2000,,
00-25401732,Brian,Smith,Female,New York,Buffalo,2/15/2016,Customer Service,Customer Service Representative,High School,58720,Good,No,7/12/1980,,
00-56535485,Michelle,Spencer,Male,Illinois,Chicago,11/14/2020,IT,System Administrator,Bachelor,96270,Excellent,No,7/13/1988,,
00-31299362,William,Conner,Male,New York,Rochester,11/1/2016,Sales,Sales Consultant,Master,93083,Satisfactory,No,6/5/1988,,
00-78350144,Peter,Andersen,Male,Virginia,Norfolk,4/6/2023,Sales,Sales Representative,Bachelor,63224,Good,No,3/21/1997,,
00-53088140,Jodi,Miller,Male,New York,Buffalo,7/11/2021,HR,HR Assistant,Bachelor,60052,Good,No,2/21/1997,,
00-10603962,Julie,Nguyen,Male,New York,New York City,8/31/2023,Operations,Operations Analyst,Master,89861,Good,No,10/6/1976,,
00-42841930,Wayne,Adams,Female,New York,Buffalo,4/12/2017,Marketing,SEO Specialist,High School,57430,Satisfactory,No,8/15/1992,,
00-44858568,Victoria,Oneal,Male,New York,Buffalo,8/2/2023,Operations,Logistics Coordinator,Bachelor,64478,Good,No,11/21/1971,,
00-57506572,Anna,Armstrong,Male,New York,Buffalo,5/3/2019,Operations,Operations Analyst,Bachelor,98605,Satisfactory,Yes,9/8/1971,,
00-66313698,Wendy,Matthews,Female,New York,Rochester,1/10/2018,IT,IT Support Specialist,High School,59021,Good,Yes,1/12/1997,,
00-78758497,James,Lopez,Male,Ohio,Cincinnati,8/31/2022,Sales,Sales Representative,Bachelor,78841,Satisfactory,Yes,4/22/1966,,
00-48307019,Arthur,Sims,Female,New York,Buffalo,5/24/2024,Operations,Inventory Specialist,Bachelor,58253,Satisfactory,No,11/6/1988,,
00-17696093,Ryan,Kirk,Male,New York,New York City,11/17/2017,Marketing,Content Creator,Bachelor,62728,Satisfactory,Yes,1/26/1979,,
00-63162693,Matthew,Henderson,Female,New York,Rochester,8/31/2017,Marketing,SEO Specialist,Bachelor,80142,Good,No,12/30/1971,,
00-46328716,Kimberly,Martinez,Male,Michigan,Detroit,5/21/2018,Operations,Inventory Specialist,High School,55302,Good,Yes,2/6/2000,,
00-29349898,Erik,Whitaker,Male,New York,New York City,9/10/2023,Sales,Sales Consultant,PhD,85253,Good,No,7/18/1967,,
00-53347216,Benjamin,Anderson,Male,New York,New York City,8/21/2017,HR,Recruiter,Bachelor,83485,Satisfactory,Yes,3/9/1982,,
00-27056140,Dominique,Morales,Female,New York,Rochester,3/18/2023,Customer Service,Customer Service Representative,Bachelor,61371,Good,No,11/1/1994,,
00-29830506,Jeffery,Chung,Female,New York,Buffalo,11/15/2024,Operations,Inventory Specialist,High School,61382,Excellent,No,2/4/1970,,
00-75658972,Patricia,Kent,Male,New York,Buffalo,5/20/2018,Sales,Sales Representative,Bachelor,76217,Satisfactory,Yes,5/14/1989,,
00-65461567,Melissa,Ross,Male,New York,New York City,4/12/2016,Finance,Accountant,Bachelor,59192,Good,No,9/14/1987,,
00-86304177,Tanya,Good,Male,Michigan,Warren,1/12/2018,IT,IT Support Specialist,Bachelor,71186,Good,Yes,4/24/1988,,
00-43728301,Scott,Day,Female,New York,Buffalo,2/15/2018,Sales,Sales Consultant,Master,89083,Satisfactory,No,5/8/1999,,
00-77643771,Linda,Hill,Female,New York,Rochester,11/5/2023,Marketing,Content Creator,Bachelor,66443,Good,Yes,1/7/1968,,
00-77645639,Mckenzie,Brock,Male,New York,New York City,9/23/2017,Sales,Sales Specialist,Master,81044,Good,Yes,9/28/1972,,
00-14850195,Steven,Glass,Female,New York,Rochester,1/11/2019,Operations,Logistics Coordinator,Bachelor,53206,Satisfactory,Yes,6/18/1986,,
00-95025488,David,Delacruz,Female,New York,Buffalo,9/1/2023,Customer Service,Customer Service Representative,High School,59014,Good,No,9/6/1988,,
00-28892239,Chelsea,Lewis,Male,New York,Buffalo,8/5/2022,Finance,Financial Analyst,PhD,92790,Good,Yes,12/5/1973,,
00-81189172,Tiffany,Nguyen,Female,Michigan,Grand Rapids,1/9/2018,Operations,Inventory Specialist,Bachelor,61353,Good,No,9/24/1996,,
00-26775116,Kelly,Gonzalez,Male,New York,Rochester,9/15/2021,HR,HR Coordinator,Master,72293,Needs Improvement,No,11/16/1978,,
00-92129512,Stacey,Taylor,Female,New York,Buffalo,1/16/2018,Finance,Accountant,Bachelor,68389,Good,No,1/18/1964,,
00-36326073,Katherine,Schwartz,Female,Michigan,Detroit,5/30/2017,IT,Software Developer,Bachelor,76595,Good,No,2/21/1962,,
00-65671747,Sarah,Martinez,Female,New York,Buffalo,12/19/2023,Sales,Sales Specialist,PhD,76110,Excellent,No,2/9/1971,,
00-31908706,Brian,Rice,Female,New York,Buffalo,2/18/2016,Customer Service,Support Specialist,Bachelor,64576,Good,No,2/20/1988,,
00-41669525,Kimberly,Johnson,Male,Ohio,Cincinnati,4/2/2016,Sales,Sales Specialist,Bachelor,94451,Good,No,1/11/1973,,
00-55695257,Renee,Brown,Male,New York,Rochester,5/15/2017,Sales,Sales Representative,Bachelor,79079,Satisfactory,Yes,2/21/1982,,
00-81460650,Kenneth,Roberts,Male,New York,Rochester,6/24/2017,Marketing,SEO Specialist,Bachelor,69798,Excellent,No,4/8/1988,,
00-56222906,Jeff,Black,Male,New York,Rochester,6/21/2024,Customer Service,Customer Service Representative,High School,64421,Excellent,Yes,1/4/1986,,
00-85299324,Katherine,Washington,Female,New York,Rochester,6/23/2023,Operations,Inventory Specialist,High School,55979,Good,Yes,6/24/1984,,
00-28012202,Nicole,Matthews,Female,Michigan,Warren,7/23/2024,IT,System Administrator,Master,63034,Satisfactory,No,3/29/1988,,
00-70981857,Shelley,Hernandez,Male,New York,New York City,11/19/2019,Sales,Sales Representative,Bachelor,78492,Good,Yes,4/28/1999,,
00-66437853,Jennifer,Little,Female,New York,Buffalo,5/7/2016,Sales,Sales Representative,Bachelor,67334,Good,No,5/13/1997,,
00-12379696,Joel,Gallegos,Male,New York,Rochester,5/25/2016,Marketing,Content Creator,High School,60789,Needs Improvement,No,4/24/1981,,
00-86690917,Michele,Nichols,Female,New York,New York City,7/8/2017,Operations,Operations Analyst,Bachelor,64734,Good,No,11/3/1997,,
00-58956495,Dustin,Gregory,Female,New York,Rochester,10/24/2022,Customer Service,Support Specialist,High School,59198,Needs Improvement,No,6/1/1982,,
00-96240043,Zachary,Taylor,Female,New York,Rochester,12/28/2017,IT,System Administrator,Bachelor,88980,Good,No,10/5/1971,,
00-19827884,Joshua,Anderson,Female,New York,Rochester,5/18/2015,Customer Service,Customer Service Representative,High School,63221,Satisfactory,Yes,5/23/1971,,
00-41988563,Miranda,Garcia,Male,New York,Rochester,5/14/2022,Customer Service,Help Desk Technician,High School,74165,Good,No,10/7/1971,,
00-80945891,Jack,Cox,Male,Pennsylvania,Allentown,9/9/2019,Operations,Logistics Coordinator,Bachelor,66783,Good,No,11/30/1994,,
00-67304551,Stuart,Barnes,Female,New York,Buffalo,7/24/2024,Operations,Logistics Coordinator,Bachelor,59395,Excellent,Yes,7/19/1988,,
00-16702460,Krista,Stanley,Female,New York,Buffalo,1/31/2023,IT,System Administrator,Master,88277,Satisfactory,No,4/6/1972,,
00-75277111,Matthew,Morgan,Male,Pennsylvania,Philadelphia,1/16/2024,Finance,Financial Analyst,PhD,82912,Satisfactory,No,1/12/1995,,
00-74702387,John,Giles,Male,New York,Rochester,2/18/2022,Operations,Logistics Coordinator,Bachelor,65215,Good,No,2/19/1967,,
00-16944435,Barbara,Luna,Female,New York,Rochester,11/28/2022,Operations,Logistics Coordinator,Bachelor,58236,Satisfactory,Yes,11/9/1984,,
00-98834351,Maria,Murphy,Male,New York,Buffalo,4/28/2023,Operations,Inventory Specialist,High School,56420,Excellent,No,2/14/1991,,
00-83994801,Jose,Shaw,Male,Pennsylvania,Allentown,5/31/2017,Sales,Sales Consultant,Bachelor,81424,Satisfactory,No,9/16/1985,,
00-72850820,Dale,Lloyd,Female,New York,New York City,1/6/2023,Operations,Operations Analyst,Master,67919,Satisfactory,No,4/1/1972,,
00-12394936,Makayla,Gill,Female,Illinois,Naperville,7/19/2023,Operations,Operations Analyst,Master,60208,Good,No,1/27/1984,,
00-69990687,Angela,Richards,Female,Pennsylvania,Philadelphia,2/14/2019,Customer Service,Support Specialist,High School,62398,Needs Improvement,No,2/16/1978,,
00-93332110,Nicole,Bruce,Male,New York,Rochester,10/14/2023,Sales,Sales Specialist,Bachelor,82082,Good,No,12/16/1989,,
00-35285182,Anthony,Armstrong,Female,New York,Rochester,9/12/2023,Operations,Logistics Coordinator,Bachelor,60382,Good,No,12/22/1994,,
00-29121601,Jonathan,Russell,Male,Michigan,Warren,4/22/2016,Sales,Sales Consultant,PhD,80644,Satisfactory,Yes,6/14/1992,,
00-40330094,Blake,Lowery,Male,New York,Buffalo,1/11/2024,IT,Software Developer,Bachelor,109603,Needs Improvement,Yes,2/8/1999,,
00-45390221,Scott,Jefferson,Male,New York,Buffalo,8/19/2016,Operations,Inventory Specialist,High School,58378,Good,Yes,3/30/1980,,
00-70533813,Sarah,Reed,Male,North Carolina,Greensboro,5/17/2023,Operations,Operations Analyst,Bachelor,83265,Good,Yes,10/1/1992,,
00-43856974,Carolyn,Marsh,Male,New York,Buffalo,12/29/2018,Customer Service,Help Desk Technician,Bachelor,67966,Good,No,6/27/1990,,
00-16429227,Jason,Callahan,Male,Illinois,Chicago,7/17/2017,Finance,Accountant,Bachelor,88489,Excellent,Yes,10/7/1987,,
00-79949686,William,Trevino,Male,New York,Rochester,7/17/2019,IT,IT Support Specialist,High School,56266,Good,No,8/28/1990,,
00-22513718,Katherine,Anderson,Male,Michigan,Warren,2/29/2016,IT,IT Support Specialist,High School,64829,Good,No,7/8/1975,,
00-51474869,Sean,Parsons,Male,New York,New York City,4/27/2019,Operations,Logistics Coordinator,Bachelor,68510,Good,No,4/8/1995,,
00-60796280,Sergio,Huff,Male,New York,Buffalo,9/1/2017,Sales,Sales Consultant,Bachelor,85006,Satisfactory,Yes,12/13/1976,,
00-63181904,Tyler,Snyder,Male,New York,New York City,5/25/2022,Sales,Sales Specialist,PhD,73444,Good,No,12/24/1990,,
00-82748700,Autumn,White,Female,New York,New York City,4/21/2023,Sales,Sales Consultant,PhD,86164,Good,Yes,11/27/1995,,
00-12122589,Natasha,Wilson,Female,Pennsylvania,Pittsburgh,3/26/2023,Operations,Inventory Specialist,Bachelor,59553,Good,No,5/3/1972,,
00-72024879,Willie,Hernandez,Male,Pennsylvania,Allentown,4/23/2018,Marketing,Marketing Coordinator,Bachelor,77739,Satisfactory,No,8/26/1988,,
00-88899426,Jill,Burnett,Male,Florida,Tampa,4/7/2023,IT,Software Developer,Master,85549,Satisfactory,No,8/10/1999,,
00-99038281,Timothy,Harrison,Male,New York,Buffalo,1/15/2019,Sales,Sales Representative,Bachelor,78738,Excellent,No,10/19/1997,,
00-70005249,Andre,Brown,Male,New York,Buffalo,4/21/2023,IT,System Administrator,Bachelor,86675,Satisfactory,No,3/13/1995,,
00-87340050,Morgan,Orozco,Female,New York,Rochester,8/21/2022,Sales,Sales Consultant,Bachelor,68087,Good,No,5/16/1980,,
00-42808354,Tonya,Kelley,Male,New York,Rochester,5/1/2022,Operations,Operations Analyst,Master,89821,Good,No,4/16/1963,,
00-55678725,Ashley,Mclaughlin,Male,New York,Buffalo,6/29/2017,Marketing,Content Creator,Bachelor,66112,Good,Yes,7/25/1972,,
00-17324324,Peggy,Weeks,Female,Michigan,Warren,11/25/2017,Operations,Inventory Specialist,Bachelor,63401,Excellent,No,5/11/1986,,
00-64667195,Patricia,Graham,Female,New York,New York City,2/21/2016,Sales,Sales Representative,Bachelor,65240,Good,Yes,12/2/1988,,
00-99276880,James,Elliott,Male,Michigan,Grand Rapids,11/3/2022,HR,HR Assistant,Bachelor,68994,Satisfactory,No,8/1/1980,,
00-48897792,Robert,Bruce,Male,North Carolina,Charlotte,2/15/2019,Operations,Inventory Specialist,Bachelor,70152,Good,No,12/10/1970,,
00-70700759,Eric,Cox,Male,New York,Rochester,3/27/2019,Sales,Sales Specialist,Master,64670,Satisfactory,Yes,11/3/1979,,
00-86437888,Matthew,Johnson,Male,New York,New York City,3/7/2019,Sales,Sales Representative,Bachelor,65742,Good,No,3/22/1999,,
00-65601698,Kimberly,Jordan,Female,New York,Rochester,4/13/2023,Operations,Inventory Specialist,Bachelor,53915,Good,No,8/11/1982,,
00-40175519,Claire,Moody,Male,New York,New York City,5/26/2023,Operations,Inventory Specialist,High School,66465,Good,Yes,5/30/1977,,
00-49000496,Kevin,Casey,Female,New York,Buffalo,12/20/2023,Customer Service,Customer Service Representative,High School,60025,Satisfactory,Yes,3/10/1985,,
00-88621429,Kimberly,Hernandez,Male,New York,Buffalo,2/27/2016,Operations,Inventory Specialist,Bachelor,67538,Good,No,10/9/1969,,
00-85198859,Erin,Sanders,Male,New York,New York City,3/18/2018,IT,IT Support Specialist,High School,55294,Satisfactory,No,1/10/1987,,
00-40823955,Linda,Mcmahon,Male,North Carolina,Greensboro,11/13/2024,Operations,Logistics Coordinator,Bachelor,62219,Needs Improvement,No,7/8/1996,,
00-16933562,Micheal,Wilson,Male,New York,New York City,8/31/2016,Operations,Operations Analyst,Bachelor,69858,Good,No,4/2/1994,,
00-38690942,James,Garcia,Female,Michigan,Warren,12/19/2019,Operations,Inventory Specialist,Bachelor,59782,Good,No,2/6/1979,,
00-28473642,Sarah,Fuentes,Female,North Carolina,Raleigh,1/22/2018,Sales,Sales Representative,Bachelor,66786,Satisfactory,Yes,1/20/1984,,
00-88304361,Matthew,Horne,Male,New York,New York City,5/11/2018,IT,System Administrator,Bachelor,86299,Good,No,3/26/1991,,
00-85527644,Angela,Tyler,Male,New York,Buffalo,5/17/2024,IT,Software Developer,Master,88293,Good,Yes,12/3/1991,,
00-72379893,Michael,Richmond,Male,Pennsylvania,Philadelphia,12/11/2021,Sales,Sales Representative,Bachelor,74831,Satisfactory,Yes,10/3/1983,,
00-84350616,Mariah,Mclean,Male,New York,Buffalo,11/8/2022,Operations,Inventory Specialist,High School,62867,Excellent,Yes,11/16/1970,,
00-28138910,Jacob,Martinez,Female,Virginia,Virginia Beach,8/5/2015,Sales,Sales Representative,Bachelor,72541,Satisfactory,No,5/6/1978,,
00-96544187,Stephanie,Alvarado,Female,New York,Rochester,3/20/2016,Sales,Sales Specialist,Master,78551,Satisfactory,Yes,1/14/1991,,
00-44295656,Nathan,Cordova,Female,Pennsylvania,Allentown,9/13/2017,Sales,Sales Consultant,PhD,94623,Good,Yes,1/14/1965,,
00-65863687,Timothy,Waller,Female,New York,Buffalo,10/24/2021,Customer Service,Support Specialist,High School,58877,Good,No,2/22/2001,,
00-52914348,Robert,Hicks,Male,New York,Rochester,8/5/2016,IT,Software Developer,Bachelor,113297,Good,No,11/29/1979,,
00-88674866,Lori,Salazar,Male,North Carolina,Charlotte,10/22/2018,Sales,Sales Specialist,PhD,101727,Needs Improvement,Yes,6/10/1965,,
00-88207466,Alan,Hinton,Male,New York,New York City,10/16/2023,Finance,Accounts Payable Specialist,Bachelor,62707,Needs Improvement,No,3/17/1981,,
00-63356715,Beverly,Johnson,Male,New York,Buffalo,6/12/2019,Operations,Inventory Specialist,Bachelor,59101,Needs Improvement,No,3/6/2001,,
00-11881759,Katherine,Williams,Female,New York,New York City,3/20/2022,Operations,Operations Analyst,Bachelor,79855,Satisfactory,No,1/29/1970,,
00-45590392,Christopher,Davis,Male,Pennsylvania,Pittsburgh,12/20/2022,Operations,Logistics Coordinator,Bachelor,68778,Good,No,7/8/1980,,
00-74927485,Mark,Ruiz,Female,New York,New York City,5/4/2024,Operations,Operations Analyst,Bachelor,60910,Good,Yes,3/1/1991,,
00-98443849,Katie,Davis,Male,New York,Buffalo,10/6/2017,Customer Service,Support Specialist,Bachelor,70631,Satisfactory,Yes,4/8/1993,,
00-49325550,Beth,Aguilar,Female,New York,New York City,3/28/2023,Marketing,Marketing Coordinator,Bachelor,53709,Satisfactory,No,3/31/1982,,
00-89069644,Peter,Reyes,Male,New York,Rochester,1/18/2024,Customer Service,Help Desk Technician,Bachelor,75182,Satisfactory,No,1/15/2000,,
00-98480354,Kimberly,Jensen,Male,New York,Rochester,4/4/2016,IT,Software Developer,Master,94110,Good,Yes,4/7/1990,,
00-79293166,Monica,Barnett,Female,Michigan,Detroit,6/13/2017,IT,IT Support Specialist,High School,58443,Satisfactory,Yes,7/20/1998,,
00-25430613,Barry,Johnston,Male,Pennsylvania,Allentown,12/10/2019,Operations,Logistics Coordinator,Bachelor,65050,Good,No,8/20/1987,,
00-30842471,Zachary,Hunter,Male,New York,Rochester,5/17/2023,Customer Service,Help Desk Technician,High School,56769,Satisfactory,No,3/6/1999,,
00-97581747,Debbie,Johnson,Male,Michigan,Warren,2/4/2017,Customer Service,Support Specialist,High School,62456,Satisfactory,No,6/9/1980,,
00-41543248,Arthur,Watson,Male,New York,New York City,10/24/2018,IT,Software Developer,Bachelor,87170,Good,No,2/18/2000,,
00-60081804,Andrea,Harper,Male,New York,Rochester,2/6/2022,Customer Service,Support Specialist,High School,64607,Good,Yes,3/6/1970,,
00-76801015,Daniel,Randall,Female,New York,Rochester,3/9/2019,Sales,Sales Specialist,Bachelor,63943,Needs Improvement,Yes,1/28/1979,,
00-27459162,Bradley,Sullivan,Female,Michigan,Warren,1/19/2018,Operations,Logistics Coordinator,Bachelor,55268,Good,No,11/15/1989,,
00-74707236,Antonio,Erickson,Male,New York,Rochester,9/24/2018,IT,System Administrator,Master,71186,Satisfactory,No,3/24/1998,,
00-19341412,Erica,Young,Female,New York,New York City,3/26/2015,Sales,Sales Specialist,Bachelor,71904,Good,No,8/6/1993,,
00-89227245,Shelby,Hamilton,Male,New York,Rochester,7/14/2019,IT,IT Support Specialist,High School,66847,Good,No,9/16/1973,,
00-10135490,Briana,Lopez,Male,North Carolina,Charlotte,1/1/2019,Sales,Sales Specialist,Master,58932,Satisfactory,No,12/10/1996,,
00-94496524,Elizabeth,Preston,Male,Michigan,Warren,7/30/2024,Customer Service,Customer Service Representative,High School,67414,Satisfactory,No,10/3/1979,,
00-78451665,Ann,West,Male,New York,New York City,3/7/2015,Customer Service,Customer Service Manager,Master,71519,Good,Yes,3/14/1985,,
00-98632279,Sherry,Gamble,Female,New York,New York City,1/25/2024,Operations,Logistics Coordinator,Bachelor,62021,Satisfactory,No,5/12/1984,,
00-74608288,Anita,Mendez,Male,New York,Rochester,7/25/2023,Operations,Logistics Coordinator,Bachelor,60452,Excellent,No,11/17/1997,,
00-65338281,Kenneth,Cisneros,Male,Michigan,Warren,6/24/2021,Operations,Operations Analyst,Bachelor,78058,Excellent,Yes,12/20/1990,,
00-99725367,April,Mullins,Male,Florida,Miami,6/10/2017,Sales,Sales Specialist,PhD,85131,Good,Yes,3/31/1975,,
00-22093343,Kendra,Reynolds,Female,Illinois,Naperville,4/7/2019,Operations,Inventory Specialist,High School,60338,Good,Yes,8/31/1982,,
00-40905429,Julie,Nelson,Male,New York,Buffalo,11/24/2018,Finance,Accountant,Bachelor,62860,Good,Yes,6/2/1982,,
00-98105021,Linda,Stevenson,Male,New York,Buffalo,7/31/2023,IT,Software Developer,Master,94269,Needs Improvement,No,5/25/1994,,
00-39262663,Jesse,Hunt,Male,New York,New York City,2/6/2017,Sales,Sales Representative,Bachelor,75540,Needs Improvement,No,7/31/1976,,
00-86882816,Jacob,Lopez,Female,North Carolina,Raleigh,10/25/2018,Marketing,SEO Specialist,High School,80193,Good,No,4/16/1995,,
00-53744878,Richard,Carter,Female,New York,Buffalo,4/19/2019,IT,IT Support Specialist,Bachelor,56368,Good,No,12/5/1997,,
00-60970288,Eduardo,Cabrera,Female,New York,Rochester,4/30/2019,Marketing,Content Creator,Bachelor,66584,Good,No,4/10/1986,,
00-11411971,Joshua,Johnson,Female,North Carolina,Charlotte,6/29/2019,Customer Service,Support Specialist,Bachelor,59666,Excellent,No,9/6/1994,,
00-22565008,Deborah,Lee,Female,New York,Rochester,9/23/2023,Marketing,SEO Specialist,Bachelor,83352,Good,No,5/10/2003,,
00-33603201,Kathy,Gill,Female,New York,New York City,8/21/2019,Operations,Operations Analyst,Master,81963,Satisfactory,Yes,12/4/1987,,
00-89911506,Lori,Russell,Male,New York,Rochester,6/21/2017,Sales,Sales Consultant,PhD,113116,Good,No,6/18/1984,,
00-61808983,Brittney,Curtis,Male,North Carolina,Charlotte,7/21/2017,Sales,Sales Consultant,PhD,117375,Satisfactory,No,12/8/1968,,
00-19660505,Christopher,Steele,Male,New York,New York City,7/4/2017,Operations,Logistics Coordinator,Bachelor,71361,Good,No,11/26/1981,,
00-44937960,Scott,Bond,Female,New York,New York City,4/16/2021,Operations,Logistics Coordinator,Bachelor,64697,Satisfactory,No,2/14/1970,,
00-91536470,Chelsea,Jackson,Male,New York,Buffalo,5/31/2017,Operations,Operations Analyst,Bachelor,70280,Excellent,No,12/3/1998,,
00-41747213,Alisha,Alvarado,Female,Michigan,Grand Rapids,4/28/2016,Operations,Logistics Coordinator,Bachelor,61719,Good,No,10/28/1995,,
